지점,지점명,일시,기온(°C),풍속(m/s),풍향(16방위),습도(%)
156,광주,2020-09-01 0:00,25.9,1,200,96
156,광주,2020-09-01 1:00,25.5,0.3,0,96
156,광주,2020-09-01 2:00,24.8,1.2,70,98
156,광주,2020-09-01 3:00,24.2,1.5,50,98
156,광주,2020-09-01 4:00,23.7,1.8,50,99
156,광주,2020-09-01 5:00,23.3,1.6,70,99
156,광주,2020-09-01 6:00,23.1,2.3,50,98
156,광주,2020-09-01 7:00,23.2,1.6,50,98
156,광주,2020-09-01 8:00,24.4,2.7,50,95
156,광주,2020-09-01 9:00,26.2,2.8,50,86
156,광주,2020-09-01 10:00,28,1.7,50,81
156,광주,2020-09-01 11:00,29.4,2.5,50,75
156,광주,2020-09-01 12:00,29.5,1.5,70,77
156,광주,2020-09-01 13:00,29.8,0.9,90,74
156,광주,2020-09-01 14:00,30,1.9,70,71
156,광주,2020-09-01 15:00,29.4,1.7,160,78
156,광주,2020-09-01 16:00,30.2,1.3,180,77
156,광주,2020-09-01 17:00,28.9,1.8,50,77
156,광주,2020-09-01 18:00,28.6,1.9,70,75
156,광주,2020-09-01 19:00,28.1,1.6,70,79
156,광주,2020-09-01 20:00,27.9,1.1,70,82
156,광주,2020-09-01 21:00,27,0.7,180,94
156,광주,2020-09-01 22:00,26.7,1.6,50,94
156,광주,2020-09-01 23:00,25.4,1.7,50,99
156,광주,2020-09-02 0:00,25.7,2.9,50,98
156,광주,2020-09-02 1:00,25.5,2.5,50,98
156,광주,2020-09-02 2:00,25.6,2.3,50,97
156,광주,2020-09-02 3:00,25.7,2.7,50,96
156,광주,2020-09-02 4:00,25.4,3.6,50,97
156,광주,2020-09-02 5:00,25.1,1.6,50,97
156,광주,2020-09-02 6:00,24.2,2,70,99
156,광주,2020-09-02 7:00,23.6,2.2,50,99
156,광주,2020-09-02 8:00,23.3,2.4,50,99
156,광주,2020-09-02 9:00,23.8,2.8,50,99
156,광주,2020-09-02 10:00,25,3.4,50,99
156,광주,2020-09-02 11:00,25.9,4.5,50,98
156,광주,2020-09-02 12:00,26.8,3,50,95
156,광주,2020-09-02 13:00,27.2,3.5,70,94
156,광주,2020-09-02 14:00,26.9,3.6,50,95
156,광주,2020-09-02 15:00,26.3,5.4,50,96
156,광주,2020-09-02 16:00,26.6,4.2,50,95
156,광주,2020-09-02 17:00,25.2,6.8,50,98
156,광주,2020-09-02 18:00,24.4,5.4,50,99
156,광주,2020-09-02 19:00,24.4,4.1,50,99
156,광주,2020-09-02 20:00,24.1,3.6,20,99
156,광주,2020-09-02 21:00,24.3,5.2,20,99
156,광주,2020-09-02 22:00,24.1,4.6,20,99
156,광주,2020-09-02 23:00,23.9,3.7,20,99
156,광주,2020-09-03 0:00,23.6,3.8,20,99
156,광주,2020-09-03 1:00,23.6,3.9,360,99
156,광주,2020-09-03 2:00,23,3.1,320,99
156,광주,2020-09-03 3:00,21.7,3.7,320,99
156,광주,2020-09-03 4:00,21.6,3.1,290,99
156,광주,2020-09-03 5:00,21.8,3.3,270,99
156,광주,2020-09-03 6:00,21.7,3.7,270,99
156,광주,2020-09-03 7:00,21.9,3.7,270,98
156,광주,2020-09-03 8:00,22.3,3.3,250,98
156,광주,2020-09-03 9:00,23.3,4.7,250,94
156,광주,2020-09-03 10:00,24.8,5.8,250,86
156,광주,2020-09-03 11:00,25.5,3.5,250,75
156,광주,2020-09-03 12:00,26.6,4,250,78
156,광주,2020-09-03 13:00,27.5,4.7,250,72
156,광주,2020-09-03 14:00,27.3,4.7,250,69
156,광주,2020-09-03 15:00,26,4.3,250,73
156,광주,2020-09-03 16:00,26.2,4.2,250,74
156,광주,2020-09-03 17:00,25.6,3.3,250,76
156,광주,2020-09-03 18:00,24.8,4.3,250,71
156,광주,2020-09-03 19:00,23.3,2.1,250,83
156,광주,2020-09-03 20:00,23.1,2.5,230,87
156,광주,2020-09-03 21:00,22.4,2,200,92
156,광주,2020-09-03 22:00,22.3,3,230,94
156,광주,2020-09-03 23:00,22,2.3,200,95
156,광주,2020-09-04 0:00,22,2.8,230,94
156,광주,2020-09-04 1:00,22,2.6,200,91
156,광주,2020-09-04 2:00,21.5,2.5,230,92
156,광주,2020-09-04 3:00,21.1,1.7,230,94
156,광주,2020-09-04 4:00,20.8,0.3,0,94
156,광주,2020-09-04 5:00,20.2,0.8,140,96
156,광주,2020-09-04 6:00,20.2,0.5,140,97
156,광주,2020-09-04 7:00,20.5,0.6,90,97
156,광주,2020-09-04 8:00,21.9,0.3,0,94
156,광주,2020-09-04 9:00,23.5,0.4,0,85
156,광주,2020-09-04 10:00,25.1,2.1,230,77
156,광주,2020-09-04 11:00,26.1,2.4,230,68
156,광주,2020-09-04 12:00,27.3,2.2,200,62
156,광주,2020-09-04 13:00,27.3,2.8,200,54
156,광주,2020-09-04 14:00,28.2,2.7,230,58
156,광주,2020-09-04 15:00,27.9,1.9,230,57
156,광주,2020-09-04 16:00,27.4,1.2,270,55
156,광주,2020-09-04 17:00,27.1,2.6,230,56
156,광주,2020-09-04 18:00,26.2,2.8,230,66
156,광주,2020-09-04 19:00,25,2.1,230,67
156,광주,2020-09-04 20:00,24.5,1.2,200,69
156,광주,2020-09-04 21:00,24.5,1.1,200,73
156,광주,2020-09-04 22:00,23.2,1.1,160,92
156,광주,2020-09-04 23:00,22.9,1.6,180,95
156,광주,2020-09-05 0:00,22.4,0.2,0,95
156,광주,2020-09-05 1:00,21.9,0.7,50,96
156,광주,2020-09-05 2:00,21.7,0.8,90,97
156,광주,2020-09-05 3:00,21.6,0.9,70,97
156,광주,2020-09-05 4:00,21.2,0.1,0,98
156,광주,2020-09-05 5:00,20.8,0.5,50,98
156,광주,2020-09-05 6:00,20.6,0.8,90,98
156,광주,2020-09-05 7:00,20.9,0.9,70,98
156,광주,2020-09-05 8:00,21.3,0.3,0,98
156,광주,2020-09-05 9:00,22.1,1,50,95
156,광주,2020-09-05 10:00,23.3,0.3,0,90
156,광주,2020-09-05 11:00,22.8,1.7,70,91
156,광주,2020-09-05 12:00,23.4,1.7,20,95
156,광주,2020-09-05 13:00,24.1,0.3,0,89
156,광주,2020-09-05 14:00,24.5,0.7,340,84
156,광주,2020-09-05 15:00,23.9,0.4,0,88
156,광주,2020-09-05 16:00,23.6,1.3,160,86
156,광주,2020-09-05 17:00,22.4,1,180,87
156,광주,2020-09-05 18:00,22.3,1,180,88
156,광주,2020-09-05 19:00,21.9,0.4,0,88
156,광주,2020-09-05 20:00,21.6,1.7,50,88
156,광주,2020-09-05 21:00,21.5,0.6,340,88
156,광주,2020-09-05 22:00,20.8,1.6,70,95
156,광주,2020-09-05 23:00,20.7,2.3,70,91
156,광주,2020-09-06 0:00,20.7,1.8,20,90
156,광주,2020-09-06 1:00,20.1,1,180,96
156,광주,2020-09-06 2:00,19.6,3.5,50,96
156,광주,2020-09-06 3:00,19.9,2,20,94
156,광주,2020-09-06 4:00,19.3,3,50,96
156,광주,2020-09-06 5:00,19.2,2.6,20,95
156,광주,2020-09-06 6:00,19.3,1.7,50,95
156,광주,2020-09-06 7:00,19.7,1.4,70,92
156,광주,2020-09-06 8:00,20.2,1,20,92
156,광주,2020-09-06 9:00,20,1.1,20,96
156,광주,2020-09-06 10:00,20.9,1.1,50,93
156,광주,2020-09-06 11:00,21.6,3.5,50,87
156,광주,2020-09-06 12:00,20.9,2.3,50,98
156,광주,2020-09-06 13:00,22.1,2.4,50,96
156,광주,2020-09-06 14:00,22,2.2,50,97
156,광주,2020-09-06 15:00,21.8,2.1,50,99
156,광주,2020-09-06 16:00,21.8,2.2,50,99
156,광주,2020-09-06 17:00,21.7,2.3,50,99
156,광주,2020-09-06 18:00,21.6,3.2,50,99
156,광주,2020-09-06 19:00,21.5,3.8,50,99
156,광주,2020-09-06 20:00,21.3,3.9,50,99
156,광주,2020-09-06 21:00,21.2,2.1,50,99
156,광주,2020-09-06 22:00,20.9,2.7,50,99
156,광주,2020-09-06 23:00,20.2,4.2,50,99
156,광주,2020-09-07 0:00,20.2,4.6,50,99
156,광주,2020-09-07 1:00,20,4.4,50,99
156,광주,2020-09-07 2:00,20,2.9,20,99
156,광주,2020-09-07 3:00,19.5,4,20,99
156,광주,2020-09-07 4:00,19.5,2.3,20,99
156,광주,2020-09-07 5:00,19,2.6,20,99
156,광주,2020-09-07 6:00,18.1,0.8,360,99
156,광주,2020-09-07 7:00,17.7,2.1,20,99
156,광주,2020-09-07 8:00,18.1,2.7,360,98
156,광주,2020-09-07 9:00,18.7,2.5,360,98
156,광주,2020-09-07 10:00,19,1.9,270,99
156,광주,2020-09-07 11:00,19.4,1.9,320,99
156,광주,2020-09-07 12:00,20,2.4,250,99
156,광주,2020-09-07 13:00,20.4,1.9,270,99
156,광주,2020-09-07 14:00,19.7,3.4,250,99
156,광주,2020-09-07 15:00,19.7,3.9,230,99
156,광주,2020-09-07 16:00,20.7,5,250,99
156,광주,2020-09-07 17:00,21.8,6.1,250,94
156,광주,2020-09-07 18:00,21.9,4.1,230,93
156,광주,2020-09-07 19:00,21.7,2.6,230,97
156,광주,2020-09-07 20:00,22,2.6,250,97
156,광주,2020-09-07 21:00,21.8,3,250,97
156,광주,2020-09-07 22:00,21.8,3.5,230,99
156,광주,2020-09-07 23:00,21.4,3.3,230,99
156,광주,2020-09-08 0:00,21.4,4.2,230,99
156,광주,2020-09-08 1:00,21.3,3.5,200,99
156,광주,2020-09-08 2:00,21.3,4.5,200,99
156,광주,2020-09-08 3:00,21.3,4.6,200,99
156,광주,2020-09-08 4:00,21.1,4,230,99
156,광주,2020-09-08 5:00,21.3,3.7,230,99
156,광주,2020-09-08 6:00,21.3,4.1,200,99
156,광주,2020-09-08 7:00,21.7,3.1,200,99
156,광주,2020-09-08 8:00,22.6,2.2,230,99
156,광주,2020-09-08 9:00,23.5,3,230,98
156,광주,2020-09-08 10:00,24,3.3,230,94
156,광주,2020-09-08 11:00,25.7,3.4,230,82
156,광주,2020-09-08 12:00,26.9,2.1,230,73
156,광주,2020-09-08 13:00,26.6,3.7,230,74
156,광주,2020-09-08 14:00,26.7,4,230,74
156,광주,2020-09-08 15:00,26.7,3.2,230,74
156,광주,2020-09-08 16:00,27,3.1,230,76
156,광주,2020-09-08 17:00,26.8,2.5,250,79
156,광주,2020-09-08 18:00,26.2,1.9,270,76
156,광주,2020-09-08 19:00,24.7,2.8,230,87
156,광주,2020-09-08 20:00,24.3,2.4,200,95
156,광주,2020-09-08 21:00,23.6,0.5,200,98
156,광주,2020-09-08 22:00,23.6,0.7,200,96
156,광주,2020-09-08 23:00,22.9,0.4,0,98
156,광주,2020-09-09 0:00,23.5,1,230,97
156,광주,2020-09-09 1:00,22.8,0.9,250,98
156,광주,2020-09-09 2:00,22,1.2,340,88
156,광주,2020-09-09 3:00,19.5,1.1,50,99
156,광주,2020-09-09 4:00,19.4,0,0,99
156,광주,2020-09-09 5:00,19.5,1,50,99
156,광주,2020-09-09 6:00,18.9,1.4,90,99
156,광주,2020-09-09 7:00,19.1,1.8,50,99
156,광주,2020-09-09 8:00,20.1,1.6,50,99
156,광주,2020-09-09 9:00,20.9,1.5,250,97
156,광주,2020-09-09 10:00,19.7,1.2,270,99
156,광주,2020-09-09 11:00,19.8,1.6,110,99
156,광주,2020-09-09 12:00,21.6,0.4,0,95
156,광주,2020-09-09 13:00,22.2,0.9,200,91
156,광주,2020-09-09 14:00,24.3,1.1,50,76
156,광주,2020-09-09 15:00,26.1,1.3,250,71
156,광주,2020-09-09 16:00,25.6,3.1,200,71
156,광주,2020-09-09 17:00,24.8,3.3,230,83
156,광주,2020-09-09 18:00,24.1,3.2,200,83
156,광주,2020-09-09 19:00,21.7,2.6,200,98
156,광주,2020-09-09 20:00,21.4,1.7,200,99
156,광주,2020-09-09 21:00,21.5,2,200,99
156,광주,2020-09-09 22:00,21.7,1.3,200,99
156,광주,2020-09-09 23:00,21.5,1.4,180,99
156,광주,2020-09-10 0:00,20.4,2,180,99
156,광주,2020-09-10 1:00,20.2,1,160,99
156,광주,2020-09-10 2:00,19.9,0.6,140,99
156,광주,2020-09-10 3:00,20.4,0.6,70,99
156,광주,2020-09-10 4:00,20.5,0.4,0,99
156,광주,2020-09-10 5:00,20.6,0.1,0,99
156,광주,2020-09-10 6:00,20.3,0.8,50,99
156,광주,2020-09-10 7:00,20.1,0.9,70,99
156,광주,2020-09-10 8:00,20.9,0.4,0,99
156,광주,2020-09-10 9:00,21.7,0,0,99
156,광주,2020-09-10 10:00,24.2,0.7,70,94
156,광주,2020-09-10 11:00,24.2,0.9,250,87
156,광주,2020-09-10 12:00,24.1,0.6,20,94
156,광주,2020-09-10 13:00,25,0.5,320,87
156,광주,2020-09-10 14:00,26.8,0.6,340,68
156,광주,2020-09-10 15:00,26.3,0.5,20,68
156,광주,2020-09-10 16:00,26.7,0.6,290,59
156,광주,2020-09-10 17:00,26.3,1,20,62
156,광주,2020-09-10 18:00,24.2,1.6,20,72
156,광주,2020-09-10 19:00,24.4,1,70,70
156,광주,2020-09-10 20:00,23.4,1.1,70,84
156,광주,2020-09-10 21:00,23.3,0.8,20,87
156,광주,2020-09-10 22:00,22.3,0.6,110,94
156,광주,2020-09-10 23:00,22.3,0.4,0,95
156,광주,2020-09-11 0:00,22.2,0.7,90,95
156,광주,2020-09-11 1:00,21.4,1.1,160,98
156,광주,2020-09-11 2:00,21.1,0.8,180,97
156,광주,2020-09-11 3:00,20.8,1,70,97
156,광주,2020-09-11 4:00,20.8,0.7,70,96
156,광주,2020-09-11 5:00,20.6,0.7,70,96
156,광주,2020-09-11 6:00,20.6,0.9,70,95
156,광주,2020-09-11 7:00,20.5,0.4,0,97
156,광주,2020-09-11 8:00,20.7,0.8,90,97
156,광주,2020-09-11 9:00,21,0.5,110,98
156,광주,2020-09-11 10:00,21.1,0.8,70,99
156,광주,2020-09-11 11:00,21.8,0.9,20,98
156,광주,2020-09-11 12:00,20.5,2.1,70,99
156,광주,2020-09-11 13:00,20.1,1.3,50,99
156,광주,2020-09-11 14:00,19.9,0.9,50,99
156,광주,2020-09-11 15:00,19.7,0.4,0,99
156,광주,2020-09-11 16:00,19.8,1.5,50,99
156,광주,2020-09-11 17:00,19.5,2.3,50,99
156,광주,2020-09-11 18:00,19.6,2.4,50,99
156,광주,2020-09-11 19:00,19.8,2.3,50,99
156,광주,2020-09-11 20:00,19.4,2.5,50,99
156,광주,2020-09-11 21:00,19.5,0.4,0,99
156,광주,2020-09-11 22:00,19.4,0.6,290,99
156,광주,2020-09-11 23:00,19.5,0.1,0,99
156,광주,2020-09-12 0:00,19.6,0.2,0,99
156,광주,2020-09-12 1:00,19.7,0.6,20,99
156,광주,2020-09-12 2:00,19.5,1.8,50,99
156,광주,2020-09-12 3:00,19.5,2,50,99
156,광주,2020-09-12 4:00,19.5,3.1,50,99
156,광주,2020-09-12 5:00,19.3,2,50,99
156,광주,2020-09-12 6:00,19.3,3,50,99
156,광주,2020-09-12 7:00,19.4,1.7,50,99
156,광주,2020-09-12 8:00,19.7,2.1,50,99
156,광주,2020-09-12 9:00,20.5,2.6,50,98
156,광주,2020-09-12 10:00,22.2,1,50,92
156,광주,2020-09-12 11:00,23.8,1.3,50,80
156,광주,2020-09-12 12:00,24.2,1.2,20,81
156,광주,2020-09-12 13:00,25.3,1,20,76
156,광주,2020-09-12 14:00,25,0.5,20,78
156,광주,2020-09-12 15:00,23.5,1.4,20,90
156,광주,2020-09-12 16:00,23,2.2,50,90
156,광주,2020-09-12 17:00,23.2,1,50,92
156,광주,2020-09-12 18:00,22.7,2.2,50,95
156,광주,2020-09-12 19:00,22.1,2.3,50,93
156,광주,2020-09-12 20:00,21.8,2.6,50,92
156,광주,2020-09-12 21:00,21.3,1.5,50,93
156,광주,2020-09-12 22:00,20.5,1.5,50,96
156,광주,2020-09-12 23:00,20.7,1.4,20,95
156,광주,2020-09-13 0:00,20.2,2.3,50,95
156,광주,2020-09-13 1:00,20.2,2.1,50,95
156,광주,2020-09-13 2:00,20.1,0.7,20,96
156,광주,2020-09-13 3:00,20.3,0.2,0,97
156,광주,2020-09-13 4:00,20.2,0.7,50,97
156,광주,2020-09-13 5:00,19.9,0.1,0,98
156,광주,2020-09-13 6:00,19.9,0.3,0,97
156,광주,2020-09-13 7:00,19.3,0.5,50,99
156,광주,2020-09-13 8:00,19.5,0.8,20,99
156,광주,2020-09-13 9:00,19.1,0.8,20,99
156,광주,2020-09-13 10:00,19.5,1,50,99
156,광주,2020-09-13 11:00,20.2,0.8,50,99
156,광주,2020-09-13 12:00,19.7,1.7,50,99
156,광주,2020-09-13 13:00,19.6,1.4,20,99
156,광주,2020-09-13 14:00,20.4,0.7,70,99
156,광주,2020-09-13 15:00,22.3,0.7,90,99
156,광주,2020-09-13 16:00,22.7,0.7,70,93
156,광주,2020-09-13 17:00,22.8,0.5,270,93
156,광주,2020-09-13 18:00,22.4,0.3,0,94
156,광주,2020-09-13 19:00,21.7,0.8,270,96
156,광주,2020-09-13 20:00,21.5,1.2,230,97
156,광주,2020-09-13 21:00,21.1,2,200,99
156,광주,2020-09-13 22:00,20.7,1.3,230,99
156,광주,2020-09-13 23:00,20.3,0.9,230,99
156,광주,2020-09-14 0:00,20.5,0.8,200,99
156,광주,2020-09-14 1:00,20.5,0.7,250,99
156,광주,2020-09-14 2:00,20.4,0.7,230,99
156,광주,2020-09-14 3:00,20.2,0.9,200,99
156,광주,2020-09-14 4:00,20.1,0.4,0,99
156,광주,2020-09-14 5:00,19.7,0.2,0,99
156,광주,2020-09-14 6:00,20,0.4,0,99
156,광주,2020-09-14 7:00,20,0.7,70,99
156,광주,2020-09-14 8:00,20.4,0.5,50,99
156,광주,2020-09-14 9:00,21.1,0.6,50,98
156,광주,2020-09-14 10:00,22.6,1.2,50,91
156,광주,2020-09-14 11:00,24.9,1,340,76
156,광주,2020-09-14 12:00,25.3,0.7,360,69
156,광주,2020-09-14 13:00,26.2,1,270,57
156,광주,2020-09-14 14:00,26.2,1,340,59
156,광주,2020-09-14 15:00,26.1,1.8,20,61
156,광주,2020-09-14 16:00,26,1.3,50,64
156,광주,2020-09-14 17:00,26.1,1.6,20,65
156,광주,2020-09-14 18:00,24.5,1.7,20,69
156,광주,2020-09-14 19:00,23.3,1.8,20,76
156,광주,2020-09-14 20:00,21.7,1.4,50,87
156,광주,2020-09-14 21:00,21.3,1.3,50,88
156,광주,2020-09-14 22:00,20.7,1.4,50,92
156,광주,2020-09-14 23:00,20.4,2,50,90
156,광주,2020-09-15 0:00,20,2.4,50,94
156,광주,2020-09-15 1:00,19.8,2.5,50,94
156,광주,2020-09-15 2:00,19.6,0.6,20,94
156,광주,2020-09-15 3:00,19.5,0.5,20,95
156,광주,2020-09-15 4:00,19.4,0.9,50,96
156,광주,2020-09-15 5:00,18.7,1,50,98
156,광주,2020-09-15 6:00,18.6,0.2,0,97
156,광주,2020-09-15 7:00,18.6,0.8,70,99
156,광주,2020-09-15 8:00,19.8,0.7,20,96
156,광주,2020-09-15 9:00,21.4,0.9,50,87
156,광주,2020-09-15 10:00,23.4,0.7,50,73
156,광주,2020-09-15 11:00,25.6,1.3,50,71
156,광주,2020-09-15 12:00,27.1,0.5,360,63
156,광주,2020-09-15 13:00,27.5,1.9,200,66
156,광주,2020-09-15 14:00,26.7,1.9,160,64
156,광주,2020-09-15 15:00,26.2,3,230,69
156,광주,2020-09-15 16:00,26.4,3.3,200,66
156,광주,2020-09-15 17:00,25,3.9,180,74
156,광주,2020-09-15 18:00,24.2,2.6,200,75
156,광주,2020-09-15 19:00,23.7,2.1,180,79
156,광주,2020-09-15 20:00,23.1,1.5,180,84
156,광주,2020-09-15 21:00,22.8,1.8,200,84
156,광주,2020-09-15 22:00,22.6,1.2,200,83
156,광주,2020-09-15 23:00,22.3,1.2,200,82
156,광주,2020-09-16 0:00,22.1,0.5,90,87
156,광주,2020-09-16 1:00,22.1,0.2,0,90
156,광주,2020-09-16 2:00,21.4,0.7,50,94
156,광주,2020-09-16 3:00,20.4,0.4,0,99
156,광주,2020-09-16 4:00,20.2,1,50,99
156,광주,2020-09-16 5:00,20.2,1.8,50,99
156,광주,2020-09-16 6:00,20.2,1.6,50,99
156,광주,2020-09-16 7:00,20.2,1.6,50,99
156,광주,2020-09-16 8:00,20.3,1,20,99
156,광주,2020-09-16 9:00,20.6,0.9,50,99
156,광주,2020-09-16 10:00,21.7,0.9,20,98
156,광주,2020-09-16 11:00,23,0.6,110,95
156,광주,2020-09-16 12:00,23.5,3.7,180,88
156,광주,2020-09-16 13:00,24.3,2.8,180,88
156,광주,2020-09-16 14:00,23.9,1.7,160,91
156,광주,2020-09-16 15:00,24.1,1.2,160,93
156,광주,2020-09-16 16:00,24.6,0.8,200,90
156,광주,2020-09-16 17:00,24,1.3,70,94
156,광주,2020-09-16 18:00,23.8,0.6,20,95
156,광주,2020-09-16 19:00,23.3,0.8,140,96
156,광주,2020-09-16 20:00,22.1,0.3,0,99
156,광주,2020-09-16 21:00,22.5,0.8,230,99
156,광주,2020-09-16 22:00,22.2,0.4,0,99
156,광주,2020-09-16 23:00,22,1.1,250,99
156,광주,2020-09-17 0:00,21.7,0.7,270,99
156,광주,2020-09-17 1:00,21.1,0.6,200,99
156,광주,2020-09-17 2:00,20.9,1.2,250,99
156,광주,2020-09-17 3:00,20.9,0.9,230,99
156,광주,2020-09-17 4:00,21.1,0,0,99
156,광주,2020-09-17 5:00,20.7,0.3,0,99
156,광주,2020-09-17 6:00,20.6,0,0,99
156,광주,2020-09-17 7:00,20.5,0.3,0,99
156,광주,2020-09-17 8:00,21.1,0.4,0,99
156,광주,2020-09-17 9:00,21.7,0.4,0,99
156,광주,2020-09-17 10:00,22.4,1.5,180,97
156,광주,2020-09-17 11:00,23.5,0.4,0,97
156,광주,2020-09-17 12:00,23.6,0.4,0,94
156,광주,2020-09-17 13:00,23.5,0.4,0,82
156,광주,2020-09-17 14:00,23.4,1.3,200,64
156,광주,2020-09-17 15:00,23,2,180,66
156,광주,2020-09-17 16:00,21.5,1.4,180,70
156,광주,2020-09-17 17:00,21.2,1.3,200,82
156,광주,2020-09-17 18:00,20.1,1.2,230,81
156,광주,2020-09-17 19:00,19.1,1.2,180,98
156,광주,2020-09-17 20:00,17.9,0.5,160,99
156,광주,2020-09-17 21:00,17.6,1.4,180,99
156,광주,2020-09-17 22:00,17.4,0.8,180,99
156,광주,2020-09-17 23:00,17.6,1,160,99
156,광주,2020-09-18 0:00,17.7,0.5,180,99
156,광주,2020-09-18 1:00,17.8,0.7,140,99
156,광주,2020-09-18 2:00,17.8,0.4,0,99
156,광주,2020-09-18 3:00,17.9,0.6,90,99
156,광주,2020-09-18 4:00,17.9,0.5,200,99
156,광주,2020-09-18 5:00,18.1,0.5,230,99
156,광주,2020-09-18 6:00,18,0.7,180,99
156,광주,2020-09-18 7:00,18.1,0.3,0,99
156,광주,2020-09-18 8:00,18.5,0.3,0,99
156,광주,2020-09-18 9:00,19,0.8,200,99
156,광주,2020-09-18 10:00,20.1,1.2,250,87
156,광주,2020-09-18 11:00,19.4,2.3,230,90
156,광주,2020-09-18 12:00,20.9,1.9,230,87
156,광주,2020-09-18 13:00,22.1,2.9,250,74
156,광주,2020-09-18 14:00,23.4,2.1,230,76
156,광주,2020-09-18 15:00,24.1,2.9,230,71
156,광주,2020-09-18 16:00,24.1,1.8,270,52
156,광주,2020-09-18 17:00,22.8,1.6,320,58
156,광주,2020-09-18 18:00,22.5,0.8,320,59
156,광주,2020-09-18 19:00,20.8,0.5,320,69
156,광주,2020-09-18 20:00,20.3,0.7,270,75
156,광주,2020-09-18 21:00,19.5,0.2,0,84
156,광주,2020-09-18 22:00,17.9,1.3,160,94
156,광주,2020-09-18 23:00,17.3,0.3,0,96
156,광주,2020-09-19 0:00,16.9,1.2,160,97
156,광주,2020-09-19 1:00,16.3,0.1,0,99
156,광주,2020-09-19 2:00,16.2,0.1,0,99
156,광주,2020-09-19 3:00,16.3,0.8,50,99
156,광주,2020-09-19 4:00,15.7,0.3,0,99
156,광주,2020-09-19 5:00,15.4,0.5,250,99
156,광주,2020-09-19 6:00,14.6,0.2,0,99
156,광주,2020-09-19 7:00,14.9,0.2,0,99
156,광주,2020-09-19 8:00,16.4,0.4,0,99
156,광주,2020-09-19 9:00,18.3,0.3,0,93
156,광주,2020-09-19 10:00,20.3,0.9,180,82
156,광주,2020-09-19 11:00,22.4,2.5,200,77
156,광주,2020-09-19 12:00,23.7,2.1,230,69
156,광주,2020-09-19 13:00,23.9,1.5,230,66
156,광주,2020-09-19 14:00,24.4,2.1,250,56
156,광주,2020-09-19 15:00,25.7,1.5,250,53
156,광주,2020-09-19 16:00,24.9,2.3,250,47
156,광주,2020-09-19 17:00,24.2,3,230,53
156,광주,2020-09-19 18:00,22.9,1.7,230,64
156,광주,2020-09-19 19:00,22,1.5,250,76
156,광주,2020-09-19 20:00,21,0.6,320,91
156,광주,2020-09-19 21:00,19.9,0.5,290,89
156,광주,2020-09-19 22:00,19.3,0.7,20,92
156,광주,2020-09-19 23:00,17.6,0.2,0,97
156,광주,2020-09-20 0:00,17.6,0.6,50,99
156,광주,2020-09-20 1:00,16.8,0.4,0,99
156,광주,2020-09-20 2:00,16.2,0.3,0,99
156,광주,2020-09-20 3:00,15,0,0,99
156,광주,2020-09-20 4:00,15,0,0,99
156,광주,2020-09-20 5:00,14.7,0,0,99
156,광주,2020-09-20 6:00,14.4,0,0,99
156,광주,2020-09-20 7:00,14.1,0,0,99
156,광주,2020-09-20 8:00,14.6,0.4,0,99
156,광주,2020-09-20 9:00,15.9,1.1,230,99
156,광주,2020-09-20 10:00,18.2,1,230,95
156,광주,2020-09-20 11:00,21.5,0.9,270,85
156,광주,2020-09-20 12:00,23.5,0.7,320,61
156,광주,2020-09-20 13:00,23.5,1.3,290,58
156,광주,2020-09-20 14:00,24,1.9,50,54
156,광주,2020-09-20 15:00,25.3,1.3,340,48
156,광주,2020-09-20 16:00,25.1,1.5,340,41
156,광주,2020-09-20 17:00,24.5,1.1,340,45
156,광주,2020-09-20 18:00,23.3,1.6,20,47
156,광주,2020-09-20 19:00,21.4,1,320,55
156,광주,2020-09-20 20:00,19.8,0.6,70,64
156,광주,2020-09-20 21:00,19,0.3,0,68
156,광주,2020-09-20 22:00,18.3,0.3,0,77
156,광주,2020-09-20 23:00,17.2,1.3,90,80
156,광주,2020-09-21 0:00,16.5,0.2,0,89
156,광주,2020-09-21 1:00,15.7,0.1,0,95
156,광주,2020-09-21 2:00,15.7,0.7,20,94
156,광주,2020-09-21 3:00,14.8,0.5,290,94
156,광주,2020-09-21 4:00,14.1,0.5,250,96
156,광주,2020-09-21 5:00,13.5,0,0,97
156,광주,2020-09-21 6:00,13.4,0.1,0,97
156,광주,2020-09-21 7:00,13.7,0.1,0,97
156,광주,2020-09-21 8:00,15.4,0.2,0,92
156,광주,2020-09-21 9:00,17.4,0.7,230,87
156,광주,2020-09-21 10:00,19.3,0.6,70,70
156,광주,2020-09-21 11:00,20.5,0.8,90,62
156,광주,2020-09-21 12:00,22.5,0.4,0,44
156,광주,2020-09-21 13:00,23.4,1.7,50,45
156,광주,2020-09-21 14:00,24,1.8,50,41
156,광주,2020-09-21 15:00,24.4,2.5,20,41
156,광주,2020-09-21 16:00,24.1,1.9,70,44
156,광주,2020-09-21 17:00,23.7,1,20,38
156,광주,2020-09-21 18:00,22.6,2.3,20,46
156,광주,2020-09-21 19:00,19.8,1.5,50,54
156,광주,2020-09-21 20:00,19.4,1.3,50,57
156,광주,2020-09-21 21:00,18.8,1,140,63
156,광주,2020-09-21 22:00,19,0.7,180,65
156,광주,2020-09-21 23:00,17.9,0.3,0,76
156,광주,2020-09-22 0:00,17.3,1,110,77
156,광주,2020-09-22 1:00,17.1,0.6,70,77
